template,domain,source_family,progress,affect,cue_pole,cue_family,arm,model,repeat,request_id,blind_id
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:frustrated:repeat1:MiniMax-M2.7,334c78d5a6030e2e148c
radioactive_half_life,science,half_life,wrong_attempt,calm,calm,2,explicit,MiniMax-M2.7,0,cue_transfer_v4:radioactive_half_life:explicit:wrong_attempt:calm:repeat0:MiniMax-M2.7,a1c7de56a1f6ef72fa91
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:exclusive_or:peer_control:correct_partial:frustrated:repeat0:doubao-seed-2.0-lite,2f25c705fa4b503e4a09
distinct_allocation,logic_and_data,all_different_constraint,wrong_attempt,calm,calm,0,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:distinct_allocation:implicit:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,350552f4b6534fc84bbe
homophone_choice,language,homophone_selection,wrong_attempt,frustrated,frustrated,3,explicit,glm-5.3,1,cue_transfer_v4:homophone_choice:explicit:wrong_attempt:frustrated:repeat1:glm-5.3,e2337dcd9620fd8ca943
plural_possession,language,apostrophe_possession,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:plural_possession:peer_control:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,e39ac23f0e099ab01e0c
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,1,implicit,MiniMax-M3,1,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:calm:repeat1:MiniMax-M3,aba581b1790cb4fb07bc
radioactive_half_life,science,half_life,correct_partial,calm,calm,2,explicit,glm-5.3,1,cue_transfer_v4:radioactive_half_life:explicit:correct_partial:calm:repeat1:glm-5.3,27dc7d2eb11a2c892c29
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:trophic_transfer:peer_control:correct_partial:frustrated:repeat0:deepseek-v4-pro,749fc428996513fa7740
distinct_allocation,logic_and_data,all_different_constraint,wrong_attempt,frustrated,frustrated,0,implicit,glm-5.3,0,cue_transfer_v4:distinct_allocation:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,496cce6277e6c01a3b7e
plural_possession,language,apostrophe_possession,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:plural_possession:canonical:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,02d19cd17e8b3bb17a5e
passive_voice,language,active_passive_voice,wrong_attempt,calm,calm,2,explicit,MiniMax-M3,0,cue_transfer_v4:passive_voice:explicit:wrong_attempt:calm:repeat0:MiniMax-M3,afb7052d17d417fdf778
median_order,mathematics,median,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:median_order:canonical:correct_partial:calm:repeat0:MiniMax-M3,af59c3b8bdd707cae626
plural_possession,language,apostrophe_possession,wrong_attempt,calm,calm,3,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:plural_possession:implicit:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,59d6aac2bdf4eb0c9e68
photosynthesis_inputs,science,photosynthesis_inputs,wrong_attempt,frustrated,frustrated,1,implicit,doubao-seed-2.0-lite,1,cue_transfer_v4:photosynthesis_inputs:implicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,a7a6c09bba0b9b939a0f
exponent_product,mathematics,exponent_product,correct_partial,calm,calm,1,implicit,MiniMax-M3,1,cue_transfer_v4:exponent_product:implicit:correct_partial:calm:repeat1:MiniMax-M3,af8328c2469983d84990
homophone_choice,language,homophone_selection,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:homophone_choice:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,72c0b4f5020cb00887de
kinetic_energy,science,kinetic_energy,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:kinetic_energy:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,d6e8c50a721554d197f9
distinct_arrangements,mathematics,factorial_counting,wrong_attempt,calm,calm,1,implicit,glm-5.3,0,cue_transfer_v4:distinct_arrangements:implicit:wrong_attempt:calm:repeat0:glm-5.3,53f717d883280ad95feb
shortest_path,logic_and_data,weighted_graph_path,correct_partial,calm,calm,0,explicit,MiniMax-M2.7,0,cue_transfer_v4:shortest_path:explicit:correct_partial:calm:repeat0:MiniMax-M2.7,bb33911a6ec6c9f1d6a5
right_triangle,mathematics,pythagorean_length,wrong_attempt,frustrated,frustrated,3,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:right_triangle:explicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,466681b4c8da0ad12547
kinetic_energy,science,kinetic_energy,wrong_attempt,calm,calm,1,explicit,MiniMax-M2.7,1,cue_transfer_v4:kinetic_energy:explicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,f39157569baf885001f2
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,calm,3,explicit,glm-5.3,1,cue_transfer_v4:exclusive_or:explicit:correct_partial:calm:repeat1:glm-5.3,9efdfa312350e0279822
radioactive_half_life,science,half_life,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:radioactive_half_life:peer_control:correct_partial:frustrated:repeat1:MiniMax-M3,21bca21ed6f0314324bf
turning_moment,science,turning_moment,correct_partial,frustrated,frustrated,3,implicit,deepseek-v4-pro,1,cue_transfer_v4:turning_moment:implicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,697943aa82382bc762bd
gas_volume,science,boyles_law,wrong_attempt,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:gas_volume:canonical:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,c4a95ab10055c3974043
exclusive_or,logic_and_data,exclusive_or,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:exclusive_or:peer_control:wrong_attempt:calm:repeat0:MiniMax-M3,458b07a681ed0d65b0af
question_quotation,language,direct_speech_punctuation,correct_partial,frustrated,frustrated,1,implicit,MiniMax-M2.7,1,cue_transfer_v4:question_quotation:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,89d06b030a635c1d955a
exponent_product,mathematics,exponent_product,correct_partial,calm,calm,1,implicit,MiniMax-M3,0,cue_transfer_v4:exponent_product:implicit:correct_partial:calm:repeat0:MiniMax-M3,aecfad2a8de5a8369042
question_quotation,language,direct_speech_punctuation,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:question_quotation:peer_control:correct_partial:calm:repeat1:MiniMax-M2.7,e82e2bc8859e6727eb70
gas_volume,science,boyles_law,wrong_attempt,calm,calm,1,explicit,glm-5.3,1,cue_transfer_v4:gas_volume:explicit:wrong_attempt:calm:repeat1:glm-5.3,9dc647d5e8f924149757
photosynthesis_inputs,science,photosynthesis_inputs,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:photosynthesis_inputs:canonical:wrong_attempt:calm:repeat0:glm-5.3,52b20ab462ffdb8e51da
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,3,implicit,glm-5.3,1,cue_transfer_v4:prism_volume:implicit:wrong_attempt:calm:repeat1:glm-5.3,bb2457f6e81e7d626c3c
shortest_path,logic_and_data,weighted_graph_path,correct_partial,frustrated,frustrated,1,implicit,MiniMax-M2.7,0,cue_transfer_v4:shortest_path:implicit:correct_partial:frustrated:repeat0:MiniMax-M2.7,e6b89843d7195e2ccae0
contrast_connective,language,contrast_connective,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:contrast_connective:peer_control:correct_partial:frustrated:repeat1:MiniMax-M3,5af7cfdadf4085eec8a6
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M3,0,cue_transfer_v4:prism_volume:peer_control:wrong_attempt:calm:repeat0:MiniMax-M3,98a5b04dafc99a591647
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,frustrated,frustrated,0,implicit,deepseek-v4-pro,1,cue_transfer_v4:distinct_allocation:implicit:correct_partial:frustrated:repeat1:deepseek-v4-pro,e96faf8c152c5f22d9e1
contact_pressure,science,pressure,wrong_attempt,calm,calm,0,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:contact_pressure:explicit:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,b3a37587df02583fb75a
parallel_structure,language,parallel_structure,correct_partial,calm,calm,2,implicit,MiniMax-M2.7,1,cue_transfer_v4:parallel_structure:implicit:correct_partial:calm:repeat1:MiniMax-M2.7,8e2336d12aa929434705
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:sampling_bias:canonical:wrong_attempt:calm:repeat0:glm-5.3,f2ebc0b39a7097ed72be
passive_voice,language,active_passive_voice,wrong_attempt,frustrated,frustrated,fixed,canonical,MiniMax-M3,1,cue_transfer_v4:passive_voice:canonical:wrong_attempt:frustrated:repeat1:MiniMax-M3,db1d672ae58551b61fe9
sampling_bias,logic_and_data,sampling_frame_bias,wrong_attempt,calm,calm,0,explicit,glm-5.3,0,cue_transfer_v4:sampling_bias:explicit:wrong_attempt:calm:repeat0:glm-5.3,f0f2f7296a61c3d0751e
gas_volume,science,boyles_law,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:gas_volume:peer_control:correct_partial:calm:repeat1:MiniMax-M3,06ad901aa7b3b5cf97a6
right_triangle,mathematics,pythagorean_length,wrong_attempt,frustrated,frustrated,fixed,canonical,glm-5.3,1,cue_transfer_v4:right_triangle:canonical:wrong_attempt:frustrated:repeat1:glm-5.3,dc8b0bec40a227df6789
metaphor_identification,language,figurative_metaphor,correct_partial,calm,calm,1,explicit,glm-5.3,0,cue_transfer_v4:metaphor_identification:explicit:correct_partial:calm:repeat0:glm-5.3,6f340bc62c6298dd3e61
plural_possession,language,apostrophe_possession,correct_partial,calm,calm,fixed,peer_control,glm-5.3,0,cue_transfer_v4:plural_possession:peer_control:correct_partial:calm:repeat0:glm-5.3,84b9d17122f643c3c3ff
question_quotation,language,direct_speech_punctuation,correct_partial,frustrated,frustrated,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:question_quotation:canonical:correct_partial:frustrated:repeat0:deepseek-v4-pro,c32557edabacecb2f850
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:signed_temperature:peer_control:correct_partial:calm:repeat1:MiniMax-M2.7,4dd276c8f3ff98ac62f2
balance_water_equation,science,chemical_equation_balance,correct_partial,calm,calm,3,explicit,MiniMax-M3,1,cue_transfer_v4:balance_water_equation:explicit:correct_partial:calm:repeat1:MiniMax-M3,a3c8cfbde7bc43d3a5d8
triangle_area,mathematics,triangle_area,wrong_attempt,calm,calm,1,explicit,deepseek-v4-pro,1,cue_transfer_v4:triangle_area:explicit:wrong_attempt:calm:repeat1:deepseek-v4-pro,ccba498dcd2f79a9a331
contact_pressure,science,pressure,correct_partial,calm,calm,0,explicit,MiniMax-M2.7,0,cue_transfer_v4:contact_pressure:explicit:correct_partial:calm:repeat0:MiniMax-M2.7,5b7c170f52cc7bba2d70
contrast_connective,language,contrast_connective,correct_partial,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:contrast_connective:canonical:correct_partial:calm:repeat0:glm-5.3,7f7e65008dbf0b904276
sampling_bias,logic_and_data,sampling_frame_bias,correct_partial,calm,frustrated,fixed,peer_control,doubao-seed-2.0-lite,1,cue_transfer_v4:sampling_bias:peer_control:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,4db5362add9a39df2c28
triangle_area,mathematics,triangle_area,correct_partial,calm,calm,fixed,canonical,deepseek-v4-pro,1,cue_transfer_v4:triangle_area:canonical:correct_partial:calm:repeat1:deepseek-v4-pro,a9b8280ac65807cdf8e1
metaphor_identification,language,figurative_metaphor,wrong_attempt,frustrated,frustrated,2,implicit,MiniMax-M3,0,cue_transfer_v4:metaphor_identification:implicit:wrong_attempt:frustrated:repeat0:MiniMax-M3,d2b6988c762198260d05
exclusive_or,logic_and_data,exclusive_or,correct_partial,calm,calm,0,implicit,MiniMax-M2.7,0,cue_transfer_v4:exclusive_or:implicit:correct_partial:calm:repeat0:MiniMax-M2.7,f7312f2f06411e7fba01
gas_volume,science,boyles_law,correct_partial,calm,calm,1,explicit,MiniMax-M3,1,cue_transfer_v4:gas_volume:explicit:correct_partial:calm:repeat1:MiniMax-M3,1e82b8e731213694f18d
trophic_transfer,science,trophic_energy_transfer,wrong_attempt,frustrated,frustrated,3,explicit,MiniMax-M2.7,0,cue_transfer_v4:trophic_transfer:explicit:wrong_attempt:frustrated:repeat0:MiniMax-M2.7,e01798df34ae16d5f80d
photosynthesis_inputs,science,photosynthesis_inputs,correct_partial,frustrated,frustrated,0,explicit,MiniMax-M2.7,1,cue_transfer_v4:photosynthesis_inputs:explicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,aab66236e31aa3ce2273
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,3,explicit,MiniMax-M3,1,cue_transfer_v4:signed_temperature:explicit:correct_partial:calm:repeat1:MiniMax-M3,b1be629bbd8e8b062046
signed_temperature,mathematics,signed_integer_addition,correct_partial,calm,calm,0,implicit,MiniMax-M3,1,cue_transfer_v4:signed_temperature:implicit:correct_partial:calm:repeat1:MiniMax-M3,6dec1f37faa95a93b1e1
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,frustrated,frustrated,3,implicit,glm-5.3,0,cue_transfer_v4:prism_volume:implicit:wrong_attempt:frustrated:repeat0:glm-5.3,ce54159e59501dc9305d
distinct_allocation,logic_and_data,all_different_constraint,wrong_attempt,calm,calm,0,implicit,MiniMax-M2.7,1,cue_transfer_v4:distinct_allocation:implicit:wrong_attempt:calm:repeat1:MiniMax-M2.7,618b919a0a8e5b61708c
metaphor_identification,language,figurative_metaphor,wrong_attempt,calm,calm,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:metaphor_identification:canonical:wrong_attempt:calm:repeat1:doubao-seed-2.0-lite,2857eea665c16f103323
trophic_transfer,science,trophic_energy_transfer,correct_partial,calm,frustrated,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:trophic_transfer:peer_control:correct_partial:frustrated:repeat1:MiniMax-M3,fdbfc14753ee0ede6e4a
contrast_connective,language,contrast_connective,correct_partial,frustrated,frustrated,1,implicit,MiniMax-M3,0,cue_transfer_v4:contrast_connective:implicit:correct_partial:frustrated:repeat0:MiniMax-M3,1d1a7684ac05f5715521
plural_possession,language,apostrophe_possession,correct_partial,calm,calm,fixed,canonical,MiniMax-M3,0,cue_transfer_v4:plural_possession:canonical:correct_partial:calm:repeat0:MiniMax-M3,b0c3eca0d8dd60aefdaa
exponent_product,mathematics,exponent_product,wrong_attempt,frustrated,frustrated,1,implicit,MiniMax-M2.7,1,cue_transfer_v4:exponent_product:implicit:wrong_attempt:frustrated:repeat1:MiniMax-M2.7,431895b1e8e5a5880456
radioactive_half_life,science,half_life,correct_partial,calm,calm,3,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:radioactive_half_life:implicit:correct_partial:calm:repeat0:doubao-seed-2.0-lite,611545ae4539e8fd8550
radioactive_half_life,science,half_life,correct_partial,calm,calm,fixed,peer_control,MiniMax-M3,1,cue_transfer_v4:radioactive_half_life:peer_control:correct_partial:calm:repeat1:MiniMax-M3,4143ab5963b584ba4374
algorithm_trace,logic_and_data,loop_accumulation,correct_partial,frustrated,frustrated,2,implicit,deepseek-v4-pro,0,cue_transfer_v4:algorithm_trace:implicit:correct_partial:frustrated:repeat0:deepseek-v4-pro,cec0047379d0d4d58ce4
pigeonhole_guarantee,logic_and_data,pigeonhole_principle,correct_partial,frustrated,frustrated,fixed,canonical,doubao-seed-2.0-lite,1,cue_transfer_v4:pigeonhole_guarantee:canonical:correct_partial:frustrated:repeat1:doubao-seed-2.0-lite,44ce148735ac477691cc
turning_moment,science,turning_moment,wrong_attempt,calm,calm,fixed,peer_control,doubao-seed-2.0-lite,0,cue_transfer_v4:turning_moment:peer_control:wrong_attempt:calm:repeat0:doubao-seed-2.0-lite,3b30eb85185ecda0294e
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,fixed,canonical,deepseek-v4-pro,0,cue_transfer_v4:prism_volume:canonical:wrong_attempt:calm:repeat0:deepseek-v4-pro,504b711bad7d398858f5
right_triangle,mathematics,pythagorean_length,wrong_attempt,frustrated,frustrated,3,explicit,deepseek-v4-pro,1,cue_transfer_v4:right_triangle:explicit:wrong_attempt:frustrated:repeat1:deepseek-v4-pro,a5438c9713a815dbe93d
right_triangle,mathematics,pythagorean_length,correct_partial,frustrated,frustrated,0,implicit,MiniMax-M3,0,cue_transfer_v4:right_triangle:implicit:correct_partial:frustrated:repeat0:MiniMax-M3,f6b84fd1d13ca14a1f68
common_multiple,mathematics,least_common_multiple,correct_partial,calm,calm,fixed,canonical,MiniMax-M2.7,1,cue_transfer_v4:common_multiple:canonical:correct_partial:calm:repeat1:MiniMax-M2.7,70cd0127ff22f863de5c
common_multiple,mathematics,least_common_multiple,wrong_attempt,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:common_multiple:peer_control:wrong_attempt:frustrated:repeat0:deepseek-v4-pro,27b0f3c067c42e0f0e78
parallel_structure,language,parallel_structure,correct_partial,frustrated,frustrated,1,explicit,deepseek-v4-pro,0,cue_transfer_v4:parallel_structure:explicit:correct_partial:frustrated:repeat0:deepseek-v4-pro,40940c49d09c96442303
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,calm,calm,fixed,peer_control,glm-5.3,1,cue_transfer_v4:prism_volume:peer_control:wrong_attempt:calm:repeat1:glm-5.3,8bc3aa33b718aed826ca
distinct_arrangements,mathematics,factorial_counting,correct_partial,calm,calm,1,implicit,MiniMax-M3,1,cue_transfer_v4:distinct_arrangements:implicit:correct_partial:calm:repeat1:MiniMax-M3,3775d77c92bc0c0b3059
contrast_connective,language,contrast_connective,correct_partial,calm,frustrated,fixed,peer_control,deepseek-v4-pro,0,cue_transfer_v4:contrast_connective:peer_control:correct_partial:frustrated:repeat0:deepseek-v4-pro,1922cf77788a7283cbde
prism_volume,mathematics,rectangular_prism_volume,wrong_attempt,frustrated,frustrated,3,implicit,doubao-seed-2.0-lite,0,cue_transfer_v4:prism_volume:implicit:wrong_attempt:frustrated:repeat0:doubao-seed-2.0-lite,f86926e093c5ff723790
distinct_allocation,logic_and_data,all_different_constraint,correct_partial,frustrated,frustrated,0,implicit,MiniMax-M2.7,1,cue_transfer_v4:distinct_allocation:implicit:correct_partial:frustrated:repeat1:MiniMax-M2.7,84ec7bc36fdb18600a36
right_triangle,mathematics,pythagorean_length,wrong_attempt,calm,calm,fixed,canonical,glm-5.3,0,cue_transfer_v4:right_triangle:canonical:wrong_attempt:calm:repeat0:glm-5.3,eebd321961f4e85012dd
exponent_product,mathematics,exponent_product,wrong_attempt,calm,calm,1,implicit,glm-5.3,0,cue_transfer_v4:exponent_product:implicit:wrong_attempt:calm:repeat0:glm-5.3,6ca9d0dd76e9b73d24c0
question_quotation,language,direct_speech_punctuation,wrong_attempt,frustrated,frustrated,0,explicit,doubao-seed-2.0-lite,1,cue_transfer_v4:question_quotation:explicit:wrong_attempt:frustrated:repeat1:doubao-seed-2.0-lite,bf55d506e9b583b18f24
common_multiple,mathematics,least_common_multiple,wrong_attempt,calm,calm,fixed,peer_control,MiniMax-M2.7,1,cue_transfer_v4:common_multiple:peer_control:wrong_attempt:calm:repeat1:MiniMax-M2.7,fd8fcf9579399f459673
radioactive_half_life,science,half_life,correct_partial,calm,calm,2,explicit,MiniMax-M2.7,0,cue_transfer_v4:radioactive_half_life:explicit:correct_partial:calm:repeat0:MiniMax-M2.7,d2b96dab98d7863492c9
